Date;Heat_Load;Cooling_Load;T_Outdoor;Hum_Outdoor;Solar_Irradiance;Wind_Speed
10/01/2023 13:00;75.70034723;4.962776665;7.255032716;86.31865109;59.91730552;16.39934719
10/01/2023 14:00;73.70493766;5.111111251;7.813592673;86.52999097;61.36838708;18.44904612
10/01/2023 15:00;69.75786444;4.797222364;8.454425306;88.32226177;47.52110903;19.04322167
10/01/2023 16:00;62.36957397;4.713890279;9.07264117;89.40691683;33.40039408;18.30444669
10/01/2023 17:00;55.46067768;5.429445273;9.652654508;90.33088741;10.57245499;18.91239981
10/01/2023 18:00;49.96980268;5.195554032;10.30693852;90.54983052;-1.960719416;25.4553185
10/01/2023 19:00;46.30206711;5;10.88046168;90.23583059;-3.091969264;21.28250391
10/01/2023 20:00;44.11283196;5.11832972;11.48989861;89.49752035;-3.1344309;21.3700249
10/01/2023 21:00;38.61664621;5.365001392;11.90122108;88.88034002;-3.294879953;18.00908354
10/01/2023 22:00;36.77800687;4.986112222;12.25607523;87.51328994;-2.917467818;16.29999828
10/01/2023 23:00;35.70794308;4.27055667;12.44071526;86.43529282;-2.765750634;16.23805229
11/01/2023 00:00;35.17790429;4.072221667;12.54989556;84.93030753;-2.6524462;14.31466967
11/01/2023 01:00;28.38548999;4;12.82196161;84.10561484;-2.410045048;13.69895474
11/01/2023 02:00;24.1194683;4.091665139;12.82044276;84.81096999;-2.865668097;13.74111901
11/01/2023 03:00;27.03097203;4;12.65394782;86.29407136;-2.438474389;13.53199019
11/01/2023 04:00;28.4884384;4.474999858;12.72914077;87.06699956;-2.273303722;14.37779947
11/01/2023 05:00;28.95305588;4.901664164;12.82153415;87.49893828;-2.791754277;12.36005692
11/01/2023 06:00;36.88040442;4.323334726;12.51498384;88.49421747;-3.165878396;15.13056361
11/01/2023 07:00;56.92949673;4.241665834;11.27343131;88.78060334;-2.70545596;18.66620343
11/01/2023 08:00;58.10089941;4;10.78165945;87.55894593;-3.060924341;15.15474611
11/01/2023 09:00;56.92037987;4;10.57615185;87.30978486;1.630657994;14.03966103
11/01/2023 10:00;57.31208336;4.832220832;10.23539886;86.61577153;26.1214404;11.53351446
11/01/2023 11:00;57.55102263;5;10.14492412;83.58942991;45.85277412;17.10303488
11/01/2023 12:00;57.00047739;5.232220137;10.49524683;78.19153567;203.2317228;15.42514991
11/01/2023 13:00;53.21208969;5.777775421;11.57316852;73.36677736;341.7687051;17.86187578
